ts;resource;state
Tue Mar 01 22:59:56 CET 2022;cell2;busy
Tue Mar 01 22:59:56 CET 2022;agv;idle
Tue Mar 01 22:59:56 CET 2022;agv;busy
Tue Mar 01 23:01:38 CET 2022;agv;idle
Tue Mar 01 23:01:38 CET 2022;cell1;busy
Tue Mar 01 23:01:38 CET 2022;agv;busy
Tue Mar 01 23:06:16 CET 2022;cell2;idle
Tue Mar 01 23:06:16 CET 2022;cell2;busy
Tue Mar 01 23:06:16 CET 2022;agv;idle
Tue Mar 01 23:06:16 CET 2022;agv;busy
Tue Mar 01 23:09:04 CET 2022;cell1;idle
Tue Mar 01 23:09:04 CET 2022;cell1;failure
Tue Mar 01 23:11:47 CET 2022;cell2;idle
Tue Mar 01 23:11:47 CET 2022;cell2;busy
Tue Mar 01 23:11:47 CET 2022;agv;idle
Tue Mar 01 23:11:47 CET 2022;agv;busy
Tue Mar 01 23:17:21 CET 2022;cell2;idle
Tue Mar 01 23:17:21 CET 2022;cell2;busy
Tue Mar 01 23:17:21 CET 2022;agv;idle
Tue Mar 01 23:17:21 CET 2022;agv;busy
Tue Mar 01 23:19:00 CET 2022;cell1;idle
Tue Mar 01 23:19:44 CET 2022;agv;idle
Tue Mar 01 23:19:44 CET 2022;cell1;busy
Tue Mar 01 23:19:44 CET 2022;agv;busy
Tue Mar 01 23:21:55 CET 2022;agv;idle
Tue Mar 01 23:21:55 CET 2022;agv;busy
Tue Mar 01 23:22:23 CET 2022;agv;idle
Tue Mar 01 23:22:23 CET 2022;agv;busy
Tue Mar 01 23:23:55 CET 2022;cell2;idle
Tue Mar 01 23:23:55 CET 2022;cell2;failure
Tue Mar 01 23:25:36 CET 2022;cell1;idle
Tue Mar 01 23:25:36 CET 2022;cell1;busy
Tue Mar 01 23:30:39 CET 2022;cell1;idle
Tue Mar 01 23:30:39 CET 2022;cell1;busy
Tue Mar 01 23:34:10 CET 2022;cell2;idle
Tue Mar 01 23:34:10 CET 2022;cell2;busy
Tue Mar 01 23:34:10 CET 2022;agv;idle
Tue Mar 01 23:34:10 CET 2022;agv;failure
Tue Mar 01 23:36:20 CET 2022;cell1;idle
Tue Mar 01 23:40:54 CET 2022;cell2;idle
Tue Mar 01 23:40:54 CET 2022;cell2;busy
Tue Mar 01 23:41:45 CET 2022;agv;idle
Tue Mar 01 23:41:45 CET 2022;agv;busy
Tue Mar 01 23:43:48 CET 2022;agv;idle
Tue Mar 01 23:43:48 CET 2022;cell1;busy
Tue Mar 01 23:43:48 CET 2022;agv;busy
Tue Mar 01 23:45:49 CET 2022;agv;idle
Tue Mar 01 23:45:49 CET 2022;agv;busy
Tue Mar 01 23:47:41 CET 2022;cell2;idle
Tue Mar 01 23:47:41 CET 2022;cell2;busy
Tue Mar 01 23:49:04 CET 2022;agv;idle
Tue Mar 01 23:49:04 CET 2022;agv;busy
Tue Mar 01 23:50:11 CET 2022;agv;idle
Tue Mar 01 23:50:11 CET 2022;agv;busy
Tue Mar 01 23:50:17 CET 2022;cell1;idle
Tue Mar 01 23:50:17 CET 2022;cell1;busy
Tue Mar 01 23:54:01 CET 2022;agv;idle
Tue Mar 01 23:54:01 CET 2022;agv;busy
Tue Mar 01 23:54:07 CET 2022;cell2;idle
Tue Mar 01 23:54:07 CET 2022;cell2;failure
Tue Mar 01 23:54:24 CET 2022;cell1;idle
Tue Mar 01 23:54:24 CET 2022;cell1;busy
Wed Mar 02 00:01:27 CET 2022;cell1;idle
Wed Mar 02 00:02:33 CET 2022;cell2;idle
Wed Mar 02 00:02:33 CET 2022;cell2;busy
Wed Mar 02 00:02:33 CET 2022;agv;idle
Wed Mar 02 00:02:33 CET 2022;agv;busy
Wed Mar 02 00:08:08 CET 2022;cell2;idle
Wed Mar 02 00:08:08 CET 2022;cell2;busy
Wed Mar 02 00:08:08 CET 2022;agv;idle
Wed Mar 02 00:08:08 CET 2022;agv;busy
Wed Mar 02 00:13:59 CET 2022;cell2;idle
Wed Mar 02 00:13:59 CET 2022;cell2;busy
Wed Mar 02 00:13:59 CET 2022;agv;idle
Wed Mar 02 00:13:59 CET 2022;agv;busy
Wed Mar 02 00:14:22 CET 2022;cell1;failure
Wed Mar 02 00:20:00 CET 2022;cell2;idle
Wed Mar 02 00:20:00 CET 2022;cell2;busy
Wed Mar 02 00:20:00 CET 2022;agv;idle
Wed Mar 02 00:20:00 CET 2022;agv;busy
Wed Mar 02 00:20:06 CET 2022;agv;idle
Wed Mar 02 00:20:06 CET 2022;agv;busy
Wed Mar 02 00:20:51 CET 2022;agv;idle
Wed Mar 02 00:20:51 CET 2022;agv;busy
Wed Mar 02 00:25:10 CET 2022;cell1;idle
Wed Mar 02 00:25:10 CET 2022;cell1;busy
Wed Mar 02 00:26:04 CET 2022;cell2;idle
Wed Mar 02 00:26:04 CET 2022;cell2;failure
Wed Mar 02 00:30:56 CET 2022;cell1;idle
Wed Mar 02 00:30:56 CET 2022;cell1;busy
Wed Mar 02 00:37:09 CET 2022;cell2;idle
Wed Mar 02 00:37:09 CET 2022;cell2;busy
Wed Mar 02 00:37:09 CET 2022;agv;idle
Wed Mar 02 00:37:09 CET 2022;agv;busy
Wed Mar 02 00:38:25 CET 2022;cell1;idle
Wed Mar 02 00:44:19 CET 2022;cell2;idle
Wed Mar 02 00:44:19 CET 2022;cell2;busy
Wed Mar 02 00:44:19 CET 2022;agv;idle
Wed Mar 02 00:44:19 CET 2022;agv;busy
Wed Mar 02 00:49:31 CET 2022;cell2;idle
Wed Mar 02 00:49:31 CET 2022;cell2;busy
Wed Mar 02 00:49:31 CET 2022;agv;idle
Wed Mar 02 00:49:31 CET 2022;agv;busy
Wed Mar 02 00:51:38 CET 2022;agv;idle
Wed Mar 02 00:51:38 CET 2022;cell1;busy
Wed Mar 02 00:51:38 CET 2022;agv;busy
Wed Mar 02 00:54:57 CET 2022;cell2;idle
Wed Mar 02 00:54:57 CET 2022;cell2;busy
Wed Mar 02 00:54:57 CET 2022;agv;idle
Wed Mar 02 00:54:57 CET 2022;agv;busy
Wed Mar 02 00:57:12 CET 2022;cell1;idle
Wed Mar 02 00:59:02 CET 2022;cell2;idle
Wed Mar 02 00:59:02 CET 2022;cell2;failure
Wed Mar 02 01:08:07 CET 2022;cell2;idle
Wed Mar 02 01:08:07 CET 2022;cell2;busy
Wed Mar 02 01:08:07 CET 2022;agv;idle
Wed Mar 02 01:08:07 CET 2022;agv;busy
Wed Mar 02 01:09:57 CET 2022;agv;idle
Wed Mar 02 01:09:57 CET 2022;cell1;busy
Wed Mar 02 01:09:57 CET 2022;agv;busy
Wed Mar 02 01:14:22 CET 2022;cell2;idle
Wed Mar 02 01:14:22 CET 2022;cell2;busy
Wed Mar 02 01:14:22 CET 2022;agv;idle
Wed Mar 02 01:14:22 CET 2022;agv;busy
Wed Mar 02 01:14:22 CET 2022;agv;idle
Wed Mar 02 01:14:22 CET 2022;agv;busy
Wed Mar 02 01:14:50 CET 2022;cell1;idle
Wed Mar 02 01:14:50 CET 2022;cell1;busy
Wed Mar 02 01:16:38 CET 2022;agv;idle
Wed Mar 02 01:16:38 CET 2022;agv;busy
Wed Mar 02 01:19:23 CET 2022;cell2;idle
Wed Mar 02 01:19:23 CET 2022;cell2;busy
Wed Mar 02 01:19:23 CET 2022;agv;idle
Wed Mar 02 01:19:23 CET 2022;agv;busy
Wed Mar 02 01:19:47 CET 2022;agv;idle
Wed Mar 02 01:19:47 CET 2022;agv;busy
Wed Mar 02 01:21:10 CET 2022;agv;idle
Wed Mar 02 01:21:10 CET 2022;agv;busy
Wed Mar 02 01:21:15 CET 2022;cell1;idle
Wed Mar 02 01:21:15 CET 2022;cell1;failure
Wed Mar 02 01:24:12 CET 2022;cell2;idle
Wed Mar 02 01:24:12 CET 2022;cell2;busy
Wed Mar 02 01:24:50 CET 2022;agv;idle
Wed Mar 02 01:24:50 CET 2022;agv;busy
Wed Mar 02 01:26:22 CET 2022;agv;idle
Wed Mar 02 01:26:22 CET 2022;agv;busy
Wed Mar 02 01:29:52 CET 2022;cell2;idle
Wed Mar 02 01:29:52 CET 2022;cell2;failure
Wed Mar 02 01:30:18 CET 2022;cell1;idle
Wed Mar 02 01:30:18 CET 2022;cell1;busy
Wed Mar 02 01:38:38 CET 2022;cell1;idle
Wed Mar 02 01:38:38 CET 2022;cell1;busy
Wed Mar 02 01:38:51 CET 2022;cell2;idle
Wed Mar 02 01:38:51 CET 2022;cell2;busy
Wed Mar 02 01:38:51 CET 2022;agv;idle
Wed Mar 02 01:38:51 CET 2022;agv;busy
Wed Mar 02 01:43:53 CET 2022;cell2;idle
Wed Mar 02 01:43:53 CET 2022;cell2;busy
Wed Mar 02 01:43:53 CET 2022;agv;idle
Wed Mar 02 01:43:53 CET 2022;agv;busy
Wed Mar 02 01:45:50 CET 2022;agv;idle
Wed Mar 02 01:45:50 CET 2022;agv;busy
Wed Mar 02 01:46:45 CET 2022;cell1;idle
Wed Mar 02 01:46:45 CET 2022;cell1;busy
Wed Mar 02 01:48:08 CET 2022;agv;idle
Wed Mar 02 01:48:08 CET 2022;agv;busy
Wed Mar 02 01:49:02 CET 2022;cell2;idle
Wed Mar 02 01:49:02 CET 2022;cell2;busy
Wed Mar 02 01:50:01 CET 2022;agv;idle
Wed Mar 02 01:50:01 CET 2022;agv;busy
Wed Mar 02 01:51:25 CET 2022;cell1;idle
Wed Mar 02 01:51:25 CET 2022;cell1;busy
Wed Mar 02 01:51:59 CET 2022;agv;idle
Wed Mar 02 01:51:59 CET 2022;agv;busy
Wed Mar 02 01:53:08 CET 2022;agv;idle
Wed Mar 02 01:53:08 CET 2022;agv;busy
Wed Mar 02 01:56:33 CET 2022;cell2;idle
Wed Mar 02 01:56:33 CET 2022;cell2;busy
Wed Mar 02 01:56:38 CET 2022;agv;idle
Wed Mar 02 01:56:38 CET 2022;agv;busy
Wed Mar 02 01:58:01 CET 2022;cell1;idle
Wed Mar 02 01:58:01 CET 2022;cell1;busy
Wed Mar 02 01:58:23 CET 2022;agv;idle
Wed Mar 02 01:58:23 CET 2022;agv;busy
Wed Mar 02 01:59:44 CET 2022;agv;idle
Wed Mar 02 01:59:44 CET 2022;agv;busy
Wed Mar 02 02:01:56 CET 2022;agv;idle
Wed Mar 02 02:01:56 CET 2022;agv;busy
Wed Mar 02 02:02:45 CET 2022;cell2;idle
Wed Mar 02 02:02:45 CET 2022;cell2;failure
Wed Mar 02 02:04:05 CET 2022;cell1;idle
Wed Mar 02 02:04:05 CET 2022;cell1;busy
Wed Mar 02 02:05:30 CET 2022;agv;idle
Wed Mar 02 02:05:30 CET 2022;agv;failure
Wed Mar 02 02:11:08 CET 2022;cell1;idle
Wed Mar 02 02:11:08 CET 2022;cell1;busy
Wed Mar 02 02:13:21 CET 2022;cell2;idle
Wed Mar 02 02:13:21 CET 2022;cell2;busy
Wed Mar 02 02:13:43 CET 2022;agv;idle
Wed Mar 02 02:13:43 CET 2022;agv;busy
Wed Mar 02 02:15:29 CET 2022;agv;idle
Wed Mar 02 02:15:29 CET 2022;agv;busy
Wed Mar 02 02:16:35 CET 2022;cell1;idle
Wed Mar 02 02:16:35 CET 2022;cell1;busy
Wed Mar 02 02:18:50 CET 2022;cell2;idle
Wed Mar 02 02:18:50 CET 2022;cell2;busy
Wed Mar 02 02:19:02 CET 2022;agv;idle
Wed Mar 02 02:19:02 CET 2022;agv;busy
Wed Mar 02 02:22:26 CET 2022;agv;idle
Wed Mar 02 02:22:26 CET 2022;agv;busy
Wed Mar 02 02:22:40 CET 2022;cell1;idle
Wed Mar 02 02:22:40 CET 2022;cell1;failure
Wed Mar 02 02:24:40 CET 2022;cell2;idle
Wed Mar 02 02:24:40 CET 2022;cell2;busy
Wed Mar 02 02:25:50 CET 2022;agv;idle
Wed Mar 02 02:25:50 CET 2022;agv;busy
Wed Mar 02 02:29:11 CET 2022;agv;idle
Wed Mar 02 02:29:11 CET 2022;agv;busy
Wed Mar 02 02:31:13 CET 2022;agv;idle
Wed Mar 02 02:31:13 CET 2022;agv;busy
Wed Mar 02 02:32:31 CET 2022;cell2;idle
Wed Mar 02 02:32:31 CET 2022;cell2;busy
Wed Mar 02 02:33:43 CET 2022;cell1;idle
Wed Mar 02 02:33:43 CET 2022;cell1;busy
Wed Mar 02 02:34:46 CET 2022;agv;idle
Wed Mar 02 02:34:46 CET 2022;agv;busy
Wed Mar 02 02:37:58 CET 2022;cell2;idle
Wed Mar 02 02:37:58 CET 2022;cell2;failure
Wed Mar 02 02:38:27 CET 2022;agv;idle
Wed Mar 02 02:38:27 CET 2022;agv;busy
Wed Mar 02 02:38:54 CET 2022;cell1;idle
Wed Mar 02 02:38:54 CET 2022;cell1;busy
Wed Mar 02 02:41:07 CET 2022;agv;idle
Wed Mar 02 02:41:07 CET 2022;agv;busy
Wed Mar 02 02:44:54 CET 2022;cell1;idle
Wed Mar 02 02:44:54 CET 2022;cell1;busy
Wed Mar 02 02:46:09 CET 2022;cell2;idle
Wed Mar 02 02:46:09 CET 2022;cell2;busy
Wed Mar 02 02:46:09 CET 2022;agv;idle
Wed Mar 02 02:46:09 CET 2022;agv;busy
Wed Mar 02 02:48:06 CET 2022;agv;idle
Wed Mar 02 02:48:06 CET 2022;agv;busy
Wed Mar 02 02:50:17 CET 2022;agv;idle
Wed Mar 02 02:50:17 CET 2022;agv;busy
Wed Mar 02 02:51:14 CET 2022;cell1;idle
Wed Mar 02 02:51:14 CET 2022;cell1;busy
Wed Mar 02 02:52:02 CET 2022;cell2;idle
Wed Mar 02 02:52:02 CET 2022;cell2;busy
Wed Mar 02 02:54:39 CET 2022;agv;idle
Wed Mar 02 02:54:39 CET 2022;agv;busy
Wed Mar 02 02:55:16 CET 2022;cell1;idle
Wed Mar 02 02:55:16 CET 2022;cell1;busy
Wed Mar 02 02:56:09 CET 2022;cell2;idle
Wed Mar 02 02:56:09 CET 2022;cell2;busy
Wed Mar 02 02:56:31 CET 2022;agv;idle
Wed Mar 02 02:56:31 CET 2022;agv;busy
Wed Mar 02 03:00:08 CET 2022;agv;idle
Wed Mar 02 03:00:08 CET 2022;agv;busy
Wed Mar 02 03:01:07 CET 2022;cell1;idle
Wed Mar 02 03:01:07 CET 2022;cell1;busy
Wed Mar 02 03:01:41 CET 2022;agv;idle
Wed Mar 02 03:01:41 CET 2022;agv;busy
Wed Mar 02 03:03:19 CET 2022;cell2;idle
Wed Mar 02 03:03:19 CET 2022;cell2;busy
Wed Mar 02 03:03:48 CET 2022;agv;idle
Wed Mar 02 03:03:48 CET 2022;agv;busy
Wed Mar 02 03:06:18 CET 2022;cell1;idle
Wed Mar 02 03:06:18 CET 2022;cell1;busy
Wed Mar 02 03:07:08 CET 2022;agv;idle
Wed Mar 02 03:07:08 CET 2022;agv;busy
Wed Mar 02 03:08:54 CET 2022;agv;idle
Wed Mar 02 03:08:54 CET 2022;agv;busy
Wed Mar 02 03:09:26 CET 2022;cell2;idle
Wed Mar 02 03:09:26 CET 2022;cell2;failure
Wed Mar 02 03:11:45 CET 2022;cell1;idle
Wed Mar 02 03:11:45 CET 2022;cell1;busy
Wed Mar 02 03:11:45 CET 2022;agv;idle
Wed Mar 02 03:11:45 CET 2022;agv;busy
Wed Mar 02 03:13:56 CET 2022;agv;idle
Wed Mar 02 03:13:56 CET 2022;agv;busy
Wed Mar 02 03:17:13 CET 2022;cell1;idle
Wed Mar 02 03:17:13 CET 2022;cell1;busy
Wed Mar 02 03:20:00 CET 2022;cell2;idle
Wed Mar 02 03:20:00 CET 2022;cell2;busy
Wed Mar 02 03:20:00 CET 2022;agv;idle
Wed Mar 02 03:20:00 CET 2022;agv;busy
Wed Mar 02 03:23:42 CET 2022;cell1;idle
Wed Mar 02 03:23:42 CET 2022;cell1;busy
Wed Mar 02 03:23:44 CET 2022;agv;idle
Wed Mar 02 03:23:44 CET 2022;agv;busy
Wed Mar 02 03:25:13 CET 2022;agv;idle
Wed Mar 02 03:25:13 CET 2022;agv;busy
Wed Mar 02 03:25:34 CET 2022;cell2;idle
Wed Mar 02 03:25:34 CET 2022;cell2;busy
Wed Mar 02 03:28:43 CET 2022;agv;idle
Wed Mar 02 03:28:43 CET 2022;agv;busy
Wed Mar 02 03:29:58 CET 2022;cell2;idle
Wed Mar 02 03:29:58 CET 2022;cell2;busy
Wed Mar 02 03:30:23 CET 2022;cell1;idle
Wed Mar 02 03:30:23 CET 2022;cell1;busy
Wed Mar 02 03:30:23 CET 2022;agv;idle
Wed Mar 02 03:30:23 CET 2022;agv;busy
Wed Mar 02 03:35:11 CET 2022;cell2;idle
Wed Mar 02 03:35:11 CET 2022;cell2;busy
Wed Mar 02 03:35:39 CET 2022;cell1;idle
Wed Mar 02 03:35:39 CET 2022;cell1;busy
Wed Mar 02 03:35:39 CET 2022;agv;idle
Wed Mar 02 03:35:39 CET 2022;agv;busy
Wed Mar 02 03:38:28 CET 2022;cell1;idle
Wed Mar 02 03:38:28 CET 2022;cell1;busy
Wed Mar 02 03:38:28 CET 2022;agv;idle
Wed Mar 02 03:38:28 CET 2022;agv;busy
Wed Mar 02 03:41:12 CET 2022;cell2;idle
Wed Mar 02 03:41:12 CET 2022;cell2;failure
Wed Mar 02 03:45:38 CET 2022;cell1;idle
Wed Mar 02 03:45:38 CET 2022;cell1;busy
Wed Mar 02 03:45:38 CET 2022;agv;idle
Wed Mar 02 03:45:38 CET 2022;agv;failure
Wed Mar 02 03:49:47 CET 2022;cell1;idle
Wed Mar 02 03:49:47 CET 2022;cell1;busy
Wed Mar 02 03:54:36 CET 2022;cell1;idle
Wed Mar 02 03:54:36 CET 2022;cell1;busy
Wed Mar 02 03:54:41 CET 2022;cell2;idle
Wed Mar 02 03:54:41 CET 2022;cell2;busy
Wed Mar 02 03:56:20 CET 2022;agv;idle
Wed Mar 02 03:56:20 CET 2022;agv;busy
Wed Mar 02 03:58:19 CET 2022;agv;idle
Wed Mar 02 03:58:19 CET 2022;agv;busy
Wed Mar 02 03:59:10 CET 2022;cell2;idle
Wed Mar 02 03:59:10 CET 2022;cell2;busy
Wed Mar 02 04:00:19 CET 2022;cell1;idle
Wed Mar 02 04:00:19 CET 2022;cell1;busy
Wed Mar 02 04:01:58 CET 2022;agv;idle
Wed Mar 02 04:01:58 CET 2022;agv;busy
Wed Mar 02 04:03:30 CET 2022;agv;idle
Wed Mar 02 04:03:30 CET 2022;agv;busy
Wed Mar 02 04:05:22 CET 2022;cell2;idle
Wed Mar 02 04:05:22 CET 2022;cell2;busy
Wed Mar 02 04:05:41 CET 2022;agv;idle
Wed Mar 02 04:05:41 CET 2022;agv;busy
Wed Mar 02 04:07:26 CET 2022;agv;idle
Wed Mar 02 04:07:26 CET 2022;agv;busy
Wed Mar 02 04:07:46 CET 2022;cell1;idle
Wed Mar 02 04:07:46 CET 2022;cell1;busy
Wed Mar 02 04:11:38 CET 2022;agv;idle
Wed Mar 02 04:11:38 CET 2022;agv;busy
Wed Mar 02 04:12:22 CET 2022;cell1;idle
Wed Mar 02 04:12:22 CET 2022;cell1;busy
Wed Mar 02 04:13:24 CET 2022;cell2;idle
Wed Mar 02 04:13:24 CET 2022;cell2;failure
Wed Mar 02 04:13:43 CET 2022;agv;idle
Wed Mar 02 04:13:43 CET 2022;agv;busy
Wed Mar 02 04:17:36 CET 2022;agv;idle
Wed Mar 02 04:17:36 CET 2022;agv;busy
Wed Mar 02 04:17:59 CET 2022;cell1;idle
Wed Mar 02 04:17:59 CET 2022;cell1;busy
Wed Mar 02 04:20:26 CET 2022;agv;idle
Wed Mar 02 04:20:26 CET 2022;agv;busy
Wed Mar 02 04:22:34 CET 2022;agv;idle
Wed Mar 02 04:22:34 CET 2022;agv;busy
Wed Mar 02 04:23:13 CET 2022;cell2;idle
Wed Mar 02 04:23:13 CET 2022;cell2;busy
Wed Mar 02 04:24:31 CET 2022;cell1;idle
Wed Mar 02 04:24:31 CET 2022;cell1;busy
Wed Mar 02 04:24:39 CET 2022;agv;idle
Wed Mar 02 04:24:39 CET 2022;agv;busy
Wed Mar 02 04:28:19 CET 2022;agv;idle
Wed Mar 02 04:28:19 CET 2022;agv;busy
Wed Mar 02 04:29:11 CET 2022;cell1;idle
Wed Mar 02 04:29:11 CET 2022;cell1;busy
Wed Mar 02 04:29:22 CET 2022;cell2;idle
Wed Mar 02 04:29:22 CET 2022;cell2;busy
Wed Mar 02 04:32:50 CET 2022;agv;idle
Wed Mar 02 04:32:50 CET 2022;agv;busy
Wed Mar 02 04:34:25 CET 2022;cell1;idle
Wed Mar 02 04:34:25 CET 2022;cell1;busy
Wed Mar 02 04:34:42 CET 2022;cell2;idle
Wed Mar 02 04:34:42 CET 2022;cell2;busy
Wed Mar 02 04:36:39 CET 2022;agv;idle
Wed Mar 02 04:36:39 CET 2022;agv;busy
Wed Mar 02 04:39:00 CET 2022;agv;idle
Wed Mar 02 04:39:00 CET 2022;agv;busy
Wed Mar 02 04:40:45 CET 2022;cell1;idle
Wed Mar 02 04:40:45 CET 2022;cell1;failure
Wed Mar 02 04:40:48 CET 2022;cell2;idle
Wed Mar 02 04:40:48 CET 2022;cell2;busy
Wed Mar 02 04:41:32 CET 2022;agv;idle
Wed Mar 02 04:41:32 CET 2022;agv;busy
Wed Mar 02 04:46:22 CET 2022;cell2;idle
Wed Mar 02 04:46:22 CET 2022;cell2;failure
Wed Mar 02 04:49:07 CET 2022;cell1;idle
Wed Mar 02 04:49:07 CET 2022;cell1;busy
Wed Mar 02 04:49:07 CET 2022;agv;idle
Wed Mar 02 04:49:07 CET 2022;agv;busy
Wed Mar 02 04:52:30 CET 2022;agv;idle
Wed Mar 02 04:52:30 CET 2022;agv;busy
Wed Mar 02 04:53:49 CET 2022;agv;idle
Wed Mar 02 04:53:49 CET 2022;agv;busy
Wed Mar 02 04:56:41 CET 2022;cell2;idle
Wed Mar 02 04:56:41 CET 2022;cell2;busy
Wed Mar 02 04:56:53 CET 2022;cell1;idle
Wed Mar 02 04:56:53 CET 2022;cell1;busy
Wed Mar 02 04:57:34 CET 2022;agv;idle
Wed Mar 02 04:57:34 CET 2022;agv;busy
Wed Mar 02 04:59:56 CET 2022;cell2;idle
Wed Mar 02 04:59:56 CET 2022;cell2;busy
Wed Mar 02 05:01:27 CET 2022;agv;idle
Wed Mar 02 05:01:27 CET 2022;agv;busy
Wed Mar 02 05:03:07 CET 2022;cell1;idle
Wed Mar 02 05:03:07 CET 2022;cell1;busy
Wed Mar 02 05:05:03 CET 2022;agv;idle
Wed Mar 02 05:05:03 CET 2022;agv;busy
Wed Mar 02 05:05:52 CET 2022;cell2;idle
Wed Mar 02 05:05:52 CET 2022;cell2;busy
Wed Mar 02 05:08:00 CET 2022;cell1;idle
Wed Mar 02 05:08:00 CET 2022;cell1;busy
Wed Mar 02 05:08:23 CET 2022;agv;idle
Wed Mar 02 05:08:23 CET 2022;agv;busy
Wed Mar 02 05:10:07 CET 2022;agv;idle
Wed Mar 02 05:10:07 CET 2022;agv;busy
Wed Mar 02 05:12:37 CET 2022;cell2;idle
Wed Mar 02 05:12:37 CET 2022;cell2;busy
Wed Mar 02 05:12:45 CET 2022;agv;idle
Wed Mar 02 05:12:45 CET 2022;agv;busy
Wed Mar 02 05:14:51 CET 2022;cell1;idle
Wed Mar 02 05:14:51 CET 2022;cell1;busy
Wed Mar 02 05:17:01 CET 2022;cell2;idle
Wed Mar 02 05:17:01 CET 2022;cell2;failure
Wed Mar 02 05:18:18 CET 2022;agv;idle
Wed Mar 02 05:18:18 CET 2022;agv;busy
Wed Mar 02 05:21:00 CET 2022;cell1;idle
Wed Mar 02 05:21:00 CET 2022;cell1;busy
Wed Mar 02 05:25:05 CET 2022;cell1;idle
Wed Mar 02 05:25:05 CET 2022;cell1;busy
Wed Mar 02 05:29:18 CET 2022;cell2;idle
Wed Mar 02 05:29:18 CET 2022;cell2;busy
Wed Mar 02 05:29:18 CET 2022;agv;idle
Wed Mar 02 05:29:18 CET 2022;agv;busy
Wed Mar 02 05:30:43 CET 2022;cell1;idle
Wed Mar 02 05:30:43 CET 2022;cell1;busy
Wed Mar 02 05:34:14 CET 2022;cell2;idle
Wed Mar 02 05:34:14 CET 2022;cell2;busy
Wed Mar 02 05:34:14 CET 2022;agv;idle
Wed Mar 02 05:34:14 CET 2022;agv;busy
Wed Mar 02 05:36:05 CET 2022;agv;idle
Wed Mar 02 05:36:05 CET 2022;agv;busy
Wed Mar 02 05:38:44 CET 2022;cell2;idle
Wed Mar 02 05:38:44 CET 2022;cell2;busy
Wed Mar 02 05:38:44 CET 2022;agv;idle
Wed Mar 02 05:38:44 CET 2022;agv;busy
Wed Mar 02 05:39:48 CET 2022;cell1;idle
Wed Mar 02 05:39:48 CET 2022;cell1;busy
Wed Mar 02 05:41:09 CET 2022;agv;idle
Wed Mar 02 05:41:09 CET 2022;agv;busy
Wed Mar 02 05:43:39 CET 2022;agv;idle
Wed Mar 02 05:43:39 CET 2022;agv;busy
Wed Mar 02 05:45:04 CET 2022;cell2;idle
Wed Mar 02 05:45:04 CET 2022;cell2;busy
Wed Mar 02 05:45:06 CET 2022;agv;idle
Wed Mar 02 05:45:06 CET 2022;agv;busy
Wed Mar 02 05:47:19 CET 2022;cell1;idle
Wed Mar 02 05:47:19 CET 2022;cell1;failure
Wed Mar 02 05:50:44 CET 2022;cell2;idle
Wed Mar 02 05:50:44 CET 2022;cell2;failure
Wed Mar 02 05:57:41 CET 2022;cell1;idle
Wed Mar 02 05:57:41 CET 2022;cell1;busy
Wed Mar 02 06:01:07 CET 2022;cell2;idle
Wed Mar 02 06:01:07 CET 2022;cell2;busy
Wed Mar 02 06:01:07 CET 2022;agv;idle
Wed Mar 02 06:01:07 CET 2022;agv;busy
Wed Mar 02 06:04:36 CET 2022;cell1;idle
Wed Mar 02 06:04:36 CET 2022;cell1;busy
Wed Mar 02 06:07:06 CET 2022;cell2;idle
Wed Mar 02 06:07:06 CET 2022;cell2;busy
Wed Mar 02 06:07:06 CET 2022;agv;idle
Wed Mar 02 06:07:06 CET 2022;agv;busy
Wed Mar 02 06:09:37 CET 2022;agv;idle
Wed Mar 02 06:09:37 CET 2022;agv;busy
Wed Mar 02 06:10:31 CET 2022;cell1;idle
Wed Mar 02 06:10:31 CET 2022;cell1;busy
Wed Mar 02 06:11:59 CET 2022;cell2;idle
Wed Mar 02 06:11:59 CET 2022;cell2;busy
Wed Mar 02 06:12:30 CET 2022;agv;idle
Wed Mar 02 06:12:30 CET 2022;agv;busy
Wed Mar 02 06:15:39 CET 2022;agv;idle
Wed Mar 02 06:15:39 CET 2022;agv;busy
Wed Mar 02 06:15:46 CET 2022;cell1;idle
Wed Mar 02 06:15:46 CET 2022;cell1;busy
Wed Mar 02 06:17:10 CET 2022;cell2;idle
Wed Mar 02 06:17:10 CET 2022;cell2;busy
Wed Mar 02 06:18:31 CET 2022;agv;idle
Wed Mar 02 06:18:31 CET 2022;agv;busy
Wed Mar 02 06:20:33 CET 2022;agv;idle
Wed Mar 02 06:20:33 CET 2022;agv;busy
Wed Mar 02 06:22:56 CET 2022;cell1;idle
Wed Mar 02 06:22:56 CET 2022;cell1;busy
Wed Mar 02 06:23:15 CET 2022;agv;idle
Wed Mar 02 06:23:15 CET 2022;agv;busy
Wed Mar 02 06:23:59 CET 2022;agv;idle
Wed Mar 02 06:23:59 CET 2022;agv;busy
Wed Mar 02 06:24:42 CET 2022;cell2;idle
Wed Mar 02 06:24:42 CET 2022;cell2;failure
Wed Mar 02 06:26:09 CET 2022;agv;idle
Wed Mar 02 06:26:09 CET 2022;agv;busy
Wed Mar 02 06:28:36 CET 2022;cell1;idle
Wed Mar 02 06:28:36 CET 2022;cell1;busy
Wed Mar 02 06:28:36 CET 2022;agv;idle
Wed Mar 02 06:28:36 CET 2022;agv;busy
