ts;resource;state
Thu Feb 24 08:56:58 CET 2022;cell1;idle
Thu Feb 24 08:56:58 CET 2022;cell1;busy
Thu Feb 24 08:58:13 CET 2022;agv;idle
Thu Feb 24 08:58:13 CET 2022;agv;busy
Thu Feb 24 08:59:31 CET 2022;cell2;idle
Thu Feb 24 08:59:31 CET 2022;cell2;busy
Thu Feb 24 09:00:53 CET 2022;agv;idle
Thu Feb 24 09:00:53 CET 2022;agv;busy
Thu Feb 24 09:02:07 CET 2022;cell1;idle
Thu Feb 24 09:02:07 CET 2022;cell1;busy
Thu Feb 24 09:05:52 CET 2022;cell2;idle
Thu Feb 24 09:05:52 CET 2022;cell2;failure
Thu Feb 24 09:09:02 CET 2022;cell1;idle
Thu Feb 24 09:09:02 CET 2022;cell1;busy
Thu Feb 24 09:14:32 CET 2022;cell1;idle
Thu Feb 24 09:14:32 CET 2022;cell1;busy
Thu Feb 24 09:17:20 CET 2022;cell2;idle
Thu Feb 24 09:17:20 CET 2022;cell2;busy
Thu Feb 24 09:17:20 CET 2022;agv;idle
Thu Feb 24 09:17:20 CET 2022;agv;busy
Thu Feb 24 09:18:24 CET 2022;cell1;idle
Thu Feb 24 09:22:15 CET 2022;cell2;idle
Thu Feb 24 09:22:15 CET 2022;cell2;busy
Thu Feb 24 09:22:45 CET 2022;agv;idle
Thu Feb 24 09:22:45 CET 2022;agv;busy
Thu Feb 24 09:24:06 CET 2022;agv;idle
Thu Feb 24 09:24:06 CET 2022;cell1;busy
Thu Feb 24 09:24:06 CET 2022;agv;busy
Thu Feb 24 09:27:40 CET 2022;cell2;idle
Thu Feb 24 09:27:40 CET 2022;cell2;busy
Thu Feb 24 09:28:11 CET 2022;agv;idle
Thu Feb 24 09:28:11 CET 2022;agv;busy
Thu Feb 24 09:29:27 CET 2022;cell1;idle
Thu Feb 24 09:29:27 CET 2022;cell1;busy
Thu Feb 24 09:30:47 CET 2022;agv;idle
Thu Feb 24 09:33:38 CET 2022;cell2;idle
Thu Feb 24 09:33:38 CET 2022;cell2;busy
Thu Feb 24 09:34:48 CET 2022;cell1;idle
Thu Feb 24 09:35:23 CET 2022;agv;busy
Thu Feb 24 09:36:21 CET 2022;agv;idle
Thu Feb 24 09:40:42 CET 2022;cell2;idle
Thu Feb 24 09:40:42 CET 2022;cell2;failure
Thu Feb 24 09:47:09 CET 2022;agv;busy
Thu Feb 24 09:51:10 CET 2022;cell2;idle
Thu Feb 24 09:51:10 CET 2022;cell2;busy
Thu Feb 24 09:51:10 CET 2022;agv;idle
Thu Feb 24 09:51:10 CET 2022;agv;busy
Thu Feb 24 09:56:28 CET 2022;cell2;idle
Thu Feb 24 09:56:28 CET 2022;cell2;busy
Thu Feb 24 09:56:28 CET 2022;agv;idle
Thu Feb 24 09:56:28 CET 2022;agv;failure
Thu Feb 24 10:00:57 CET 2022;cell2;idle
Thu Feb 24 10:00:57 CET 2022;cell2;busy
Thu Feb 24 10:06:12 CET 2022;cell2;idle
Thu Feb 24 10:06:12 CET 2022;cell2;busy
Thu Feb 24 10:06:40 CET 2022;agv;idle
Thu Feb 24 10:06:40 CET 2022;agv;busy
Thu Feb 24 10:08:12 CET 2022;agv;idle
Thu Feb 24 10:08:12 CET 2022;cell1;busy
Thu Feb 24 10:08:12 CET 2022;agv;busy
Thu Feb 24 10:11:52 CET 2022;agv;idle
Thu Feb 24 10:11:52 CET 2022;agv;busy
Thu Feb 24 10:12:42 CET 2022;cell2;idle
Thu Feb 24 10:12:42 CET 2022;cell2;failure
Thu Feb 24 10:14:33 CET 2022;cell1;idle
Thu Feb 24 10:14:33 CET 2022;cell1;failure
Thu Feb 24 10:14:41 CET 2022;agv;idle
Thu Feb 24 10:14:41 CET 2022;agv;busy
Thu Feb 24 10:17:30 CET 2022;agv;idle
Thu Feb 24 10:17:30 CET 2022;agv;busy
Thu Feb 24 10:21:09 CET 2022;agv;idle
Thu Feb 24 10:21:09 CET 2022;agv;busy
Thu Feb 24 10:23:23 CET 2022;cell2;idle
Thu Feb 24 10:23:23 CET 2022;cell2;busy
Thu Feb 24 10:23:45 CET 2022;cell1;idle
Thu Feb 24 10:23:45 CET 2022;cell1;busy
Thu Feb 24 10:23:50 CET 2022;agv;idle
Thu Feb 24 10:23:50 CET 2022;agv;busy
Thu Feb 24 10:26:05 CET 2022;agv;idle
Thu Feb 24 10:26:05 CET 2022;agv;busy
Thu Feb 24 10:28:50 CET 2022;cell1;idle
Thu Feb 24 10:28:50 CET 2022;cell1;busy
Thu Feb 24 10:29:39 CET 2022;agv;idle
Thu Feb 24 10:29:39 CET 2022;agv;busy
Thu Feb 24 10:30:49 CET 2022;cell2;idle
Thu Feb 24 10:30:49 CET 2022;cell2;busy
Thu Feb 24 10:31:38 CET 2022;agv;idle
Thu Feb 24 10:31:38 CET 2022;agv;busy
Thu Feb 24 10:33:57 CET 2022;cell1;idle
Thu Feb 24 10:33:57 CET 2022;cell1;busy
Thu Feb 24 10:34:45 CET 2022;agv;idle
Thu Feb 24 10:34:45 CET 2022;agv;busy
Thu Feb 24 10:37:09 CET 2022;cell2;idle
Thu Feb 24 10:37:09 CET 2022;cell2;busy
Thu Feb 24 10:37:09 CET 2022;agv;idle
Thu Feb 24 10:37:09 CET 2022;agv;busy
Thu Feb 24 10:39:57 CET 2022;cell1;idle
Thu Feb 24 10:39:57 CET 2022;cell1;busy
Thu Feb 24 10:43:35 CET 2022;cell2;idle
Thu Feb 24 10:43:35 CET 2022;cell2;failure
Thu Feb 24 10:45:45 CET 2022;cell1;idle
Thu Feb 24 10:45:45 CET 2022;cell1;busy
Thu Feb 24 10:53:49 CET 2022;cell2;idle
Thu Feb 24 10:53:49 CET 2022;cell2;busy
Thu Feb 24 10:53:49 CET 2022;agv;idle
Thu Feb 24 10:53:49 CET 2022;agv;busy
Thu Feb 24 10:54:15 CET 2022;cell1;idle
Thu Feb 24 10:54:15 CET 2022;cell1;failure
Thu Feb 24 10:59:32 CET 2022;cell2;idle
Thu Feb 24 10:59:32 CET 2022;cell2;busy
Thu Feb 24 10:59:32 CET 2022;agv;idle
Thu Feb 24 10:59:32 CET 2022;agv;busy
Thu Feb 24 11:01:51 CET 2022;agv;idle
Thu Feb 24 11:01:51 CET 2022;agv;busy
Thu Feb 24 11:04:53 CET 2022;cell1;idle
Thu Feb 24 11:04:53 CET 2022;cell1;busy
Thu Feb 24 11:07:48 CET 2022;cell2;idle
Thu Feb 24 11:07:48 CET 2022;cell2;busy
Thu Feb 24 11:07:48 CET 2022;agv;idle
Thu Feb 24 11:07:48 CET 2022;agv;busy
Thu Feb 24 11:12:04 CET 2022;cell1;idle
Thu Feb 24 11:13:19 CET 2022;cell2;idle
Thu Feb 24 11:13:19 CET 2022;cell2;failure
Thu Feb 24 11:22:17 CET 2022;cell2;idle
Thu Feb 24 11:22:17 CET 2022;cell2;busy
Thu Feb 24 11:22:17 CET 2022;agv;idle
Thu Feb 24 11:22:17 CET 2022;agv;busy
Thu Feb 24 11:28:31 CET 2022;cell2;idle
Thu Feb 24 11:28:31 CET 2022;cell2;busy
Thu Feb 24 11:28:31 CET 2022;agv;idle
Thu Feb 24 11:28:31 CET 2022;agv;busy
Thu Feb 24 11:30:41 CET 2022;agv;idle
Thu Feb 24 11:30:41 CET 2022;cell1;busy
Thu Feb 24 11:30:41 CET 2022;agv;busy
Thu Feb 24 11:33:44 CET 2022;agv;idle
Thu Feb 24 11:33:44 CET 2022;agv;busy
Thu Feb 24 11:33:50 CET 2022;cell2;idle
Thu Feb 24 11:33:50 CET 2022;cell2;busy
Thu Feb 24 11:36:26 CET 2022;cell1;idle
Thu Feb 24 11:36:26 CET 2022;cell1;busy
Thu Feb 24 11:38:05 CET 2022;agv;idle
Thu Feb 24 11:38:05 CET 2022;agv;busy
Thu Feb 24 11:39:40 CET 2022;agv;idle
Thu Feb 24 11:39:40 CET 2022;agv;busy
Thu Feb 24 11:39:42 CET 2022;cell2;idle
Thu Feb 24 11:39:42 CET 2022;cell2;failure
Thu Feb 24 11:41:06 CET 2022;agv;idle
Thu Feb 24 11:41:06 CET 2022;agv;busy
Thu Feb 24 11:43:27 CET 2022;cell1;idle
Thu Feb 24 11:43:27 CET 2022;cell1;busy
Thu Feb 24 11:49:32 CET 2022;cell1;idle
Thu Feb 24 11:49:32 CET 2022;cell1;busy
Thu Feb 24 11:51:22 CET 2022;cell2;idle
Thu Feb 24 11:51:22 CET 2022;cell2;busy
Thu Feb 24 11:51:22 CET 2022;agv;idle
Thu Feb 24 11:51:22 CET 2022;agv;busy
Thu Feb 24 11:56:06 CET 2022;cell1;idle
Thu Feb 24 11:56:39 CET 2022;cell2;idle
Thu Feb 24 11:56:39 CET 2022;cell2;busy
Thu Feb 24 11:56:39 CET 2022;agv;idle
Thu Feb 24 11:56:39 CET 2022;agv;busy
Thu Feb 24 12:02:50 CET 2022;cell2;idle
Thu Feb 24 12:02:50 CET 2022;cell2;busy
Thu Feb 24 12:02:50 CET 2022;agv;idle
Thu Feb 24 12:02:50 CET 2022;agv;busy
Thu Feb 24 12:05:26 CET 2022;agv;idle
Thu Feb 24 12:05:26 CET 2022;cell1;busy
Thu Feb 24 12:05:26 CET 2022;agv;busy
Thu Feb 24 12:05:54 CET 2022;agv;idle
Thu Feb 24 12:05:54 CET 2022;agv;busy
Thu Feb 24 12:08:50 CET 2022;cell2;idle
Thu Feb 24 12:08:50 CET 2022;cell2;busy
Thu Feb 24 12:08:50 CET 2022;agv;idle
Thu Feb 24 12:08:50 CET 2022;agv;failure
Thu Feb 24 12:11:45 CET 2022;cell1;idle
Thu Feb 24 12:11:45 CET 2022;cell1;busy
Thu Feb 24 12:15:32 CET 2022;cell2;idle
Thu Feb 24 12:15:32 CET 2022;cell2;busy
Thu Feb 24 12:16:31 CET 2022;cell1;idle
Thu Feb 24 12:16:56 CET 2022;agv;idle
Thu Feb 24 12:16:56 CET 2022;agv;busy
Thu Feb 24 12:18:27 CET 2022;agv;idle
Thu Feb 24 12:18:27 CET 2022;cell1;busy
Thu Feb 24 12:18:27 CET 2022;agv;busy
Thu Feb 24 12:19:14 CET 2022;cell2;idle
Thu Feb 24 12:19:14 CET 2022;cell2;failure
Thu Feb 24 12:20:24 CET 2022;agv;idle
Thu Feb 24 12:20:24 CET 2022;agv;busy
Thu Feb 24 12:22:36 CET 2022;cell1;idle
Thu Feb 24 12:22:36 CET 2022;cell1;busy
Thu Feb 24 12:23:16 CET 2022;agv;idle
Thu Feb 24 12:23:16 CET 2022;agv;busy
Thu Feb 24 12:27:26 CET 2022;cell2;idle
Thu Feb 24 12:27:26 CET 2022;cell2;busy
Thu Feb 24 12:27:26 CET 2022;agv;idle
Thu Feb 24 12:27:26 CET 2022;agv;busy
Thu Feb 24 12:29:25 CET 2022;cell1;idle
Thu Feb 24 12:34:13 CET 2022;cell2;idle
Thu Feb 24 12:34:13 CET 2022;cell2;busy
Thu Feb 24 12:34:13 CET 2022;agv;idle
Thu Feb 24 12:34:13 CET 2022;agv;busy
Thu Feb 24 12:38:18 CET 2022;cell2;idle
Thu Feb 24 12:38:18 CET 2022;cell2;busy
Thu Feb 24 12:38:18 CET 2022;agv;idle
Thu Feb 24 12:38:18 CET 2022;agv;busy
Thu Feb 24 12:41:51 CET 2022;agv;idle
Thu Feb 24 12:41:51 CET 2022;cell1;busy
Thu Feb 24 12:41:51 CET 2022;agv;busy
Thu Feb 24 12:44:46 CET 2022;cell2;idle
Thu Feb 24 12:44:46 CET 2022;cell2;busy
Thu Feb 24 12:44:46 CET 2022;agv;idle
Thu Feb 24 12:44:46 CET 2022;agv;busy
Thu Feb 24 12:47:23 CET 2022;cell1;idle
Thu Feb 24 12:53:03 CET 2022;cell2;idle
Thu Feb 24 12:53:03 CET 2022;cell2;failure
Thu Feb 24 13:02:17 CET 2022;cell2;idle
Thu Feb 24 13:02:17 CET 2022;cell2;busy
Thu Feb 24 13:02:17 CET 2022;agv;idle
Thu Feb 24 13:02:17 CET 2022;agv;busy
Thu Feb 24 13:07:51 CET 2022;cell2;idle
Thu Feb 24 13:07:51 CET 2022;cell2;busy
Thu Feb 24 13:07:51 CET 2022;agv;idle
Thu Feb 24 13:07:51 CET 2022;agv;busy
Thu Feb 24 13:10:32 CET 2022;agv;idle
Thu Feb 24 13:10:32 CET 2022;cell1;busy
Thu Feb 24 13:10:32 CET 2022;agv;busy
Thu Feb 24 13:12:00 CET 2022;agv;idle
Thu Feb 24 13:12:00 CET 2022;agv;busy
Thu Feb 24 13:13:39 CET 2022;cell2;idle
Thu Feb 24 13:13:39 CET 2022;cell2;busy
Thu Feb 24 13:15:09 CET 2022;agv;idle
Thu Feb 24 13:15:09 CET 2022;agv;busy
Thu Feb 24 13:17:15 CET 2022;cell1;idle
Thu Feb 24 13:17:15 CET 2022;cell1;busy
Thu Feb 24 13:19:36 CET 2022;cell2;idle
Thu Feb 24 13:19:36 CET 2022;cell2;failure
Thu Feb 24 13:24:33 CET 2022;cell1;idle
Thu Feb 24 13:29:48 CET 2022;cell2;idle
Thu Feb 24 13:29:48 CET 2022;cell2;busy
Thu Feb 24 13:29:48 CET 2022;agv;idle
Thu Feb 24 13:29:48 CET 2022;agv;busy
Thu Feb 24 13:33:18 CET 2022;cell2;idle
Thu Feb 24 13:33:18 CET 2022;cell2;busy
Thu Feb 24 13:34:26 CET 2022;agv;idle
Thu Feb 24 13:34:26 CET 2022;agv;busy
Thu Feb 24 13:36:31 CET 2022;agv;idle
Thu Feb 24 13:36:31 CET 2022;cell1;busy
Thu Feb 24 13:36:31 CET 2022;agv;busy
Thu Feb 24 13:38:30 CET 2022;agv;idle
Thu Feb 24 13:38:30 CET 2022;agv;busy
Thu Feb 24 13:38:41 CET 2022;agv;idle
Thu Feb 24 13:38:41 CET 2022;agv;busy
Thu Feb 24 13:38:53 CET 2022;cell2;idle
Thu Feb 24 13:38:53 CET 2022;cell2;busy
Thu Feb 24 13:41:07 CET 2022;agv;idle
Thu Feb 24 13:41:07 CET 2022;agv;busy
Thu Feb 24 13:42:14 CET 2022;cell1;idle
Thu Feb 24 13:42:14 CET 2022;cell1;busy
Thu Feb 24 13:44:17 CET 2022;cell2;idle
Thu Feb 24 13:44:17 CET 2022;cell2;busy
Thu Feb 24 13:44:17 CET 2022;agv;idle
Thu Feb 24 13:44:17 CET 2022;agv;busy
Thu Feb 24 13:47:03 CET 2022;cell1;idle
Thu Feb 24 13:47:03 CET 2022;cell1;failure
Thu Feb 24 13:51:12 CET 2022;cell2;idle
Thu Feb 24 13:51:12 CET 2022;cell2;failure
Thu Feb 24 13:56:34 CET 2022;cell1;idle
Thu Feb 24 13:56:34 CET 2022;cell1;busy
Thu Feb 24 13:59:41 CET 2022;cell2;idle
Thu Feb 24 13:59:41 CET 2022;cell2;busy
Thu Feb 24 13:59:41 CET 2022;agv;idle
Thu Feb 24 13:59:41 CET 2022;agv;busy
Thu Feb 24 14:01:05 CET 2022;cell1;idle
Thu Feb 24 14:06:33 CET 2022;cell2;idle
Thu Feb 24 14:06:33 CET 2022;cell2;busy
Thu Feb 24 14:06:33 CET 2022;agv;idle
Thu Feb 24 14:06:33 CET 2022;agv;busy
Thu Feb 24 14:12:33 CET 2022;cell2;idle
Thu Feb 24 14:12:33 CET 2022;cell2;busy
Thu Feb 24 14:12:33 CET 2022;agv;idle
Thu Feb 24 14:12:33 CET 2022;agv;busy
Thu Feb 24 14:14:48 CET 2022;agv;idle
Thu Feb 24 14:14:48 CET 2022;cell1;busy
Thu Feb 24 14:14:48 CET 2022;agv;busy
Thu Feb 24 14:17:23 CET 2022;cell2;idle
Thu Feb 24 14:17:23 CET 2022;cell2;busy
Thu Feb 24 14:17:27 CET 2022;agv;idle
Thu Feb 24 14:17:27 CET 2022;agv;busy
Thu Feb 24 14:18:31 CET 2022;agv;idle
Thu Feb 24 14:18:31 CET 2022;agv;busy
Thu Feb 24 14:19:32 CET 2022;agv;idle
Thu Feb 24 14:19:32 CET 2022;agv;busy
Thu Feb 24 14:20:06 CET 2022;cell1;idle
Thu Feb 24 14:20:06 CET 2022;cell1;failure
Thu Feb 24 14:23:05 CET 2022;agv;idle
Thu Feb 24 14:23:05 CET 2022;agv;busy
Thu Feb 24 14:23:55 CET 2022;agv;idle
Thu Feb 24 14:23:55 CET 2022;agv;busy
Thu Feb 24 14:24:41 CET 2022;cell2;idle
Thu Feb 24 14:24:41 CET 2022;cell2;failure
Thu Feb 24 14:32:25 CET 2022;cell1;idle
Thu Feb 24 14:32:25 CET 2022;cell1;busy
Thu Feb 24 14:35:15 CET 2022;cell2;idle
Thu Feb 24 14:35:15 CET 2022;cell2;busy
Thu Feb 24 14:35:15 CET 2022;agv;idle
Thu Feb 24 14:35:15 CET 2022;agv;busy
Thu Feb 24 14:38:11 CET 2022;agv;idle
Thu Feb 24 14:38:11 CET 2022;agv;busy
Thu Feb 24 14:38:19 CET 2022;cell1;idle
Thu Feb 24 14:38:19 CET 2022;cell1;busy
Thu Feb 24 14:40:56 CET 2022;cell2;idle
Thu Feb 24 14:40:56 CET 2022;cell2;busy
Thu Feb 24 14:41:15 CET 2022;agv;idle
Thu Feb 24 14:41:15 CET 2022;agv;busy
Thu Feb 24 14:43:10 CET 2022;agv;idle
Thu Feb 24 14:43:10 CET 2022;agv;busy
Thu Feb 24 14:44:33 CET 2022;cell1;idle
Thu Feb 24 14:44:33 CET 2022;cell1;busy
Thu Feb 24 14:46:49 CET 2022;cell2;idle
Thu Feb 24 14:46:49 CET 2022;cell2;busy
Thu Feb 24 14:47:25 CET 2022;agv;idle
Thu Feb 24 14:47:25 CET 2022;agv;busy
Thu Feb 24 14:51:02 CET 2022;cell1;idle
Thu Feb 24 14:51:02 CET 2022;cell1;busy
Thu Feb 24 14:55:27 CET 2022;cell2;idle
Thu Feb 24 14:55:27 CET 2022;cell2;failure
Thu Feb 24 14:56:54 CET 2022;cell1;idle
Thu Feb 24 14:56:54 CET 2022;cell1;busy
Thu Feb 24 15:00:19 CET 2022;cell1;idle
Thu Feb 24 15:00:19 CET 2022;cell1;busy
Thu Feb 24 15:05:22 CET 2022;cell2;idle
Thu Feb 24 15:05:22 CET 2022;cell2;busy
Thu Feb 24 15:05:22 CET 2022;agv;idle
Thu Feb 24 15:05:22 CET 2022;agv;failure
Thu Feb 24 15:06:05 CET 2022;cell1;idle
Thu Feb 24 15:11:17 CET 2022;cell2;idle
Thu Feb 24 15:11:17 CET 2022;cell2;busy
Thu Feb 24 15:14:52 CET 2022;cell1;failure
Thu Feb 24 15:16:35 CET 2022;agv;idle
Thu Feb 24 15:16:35 CET 2022;agv;busy
Thu Feb 24 15:17:35 CET 2022;cell2;idle
Thu Feb 24 15:17:35 CET 2022;cell2;busy
Thu Feb 24 15:21:43 CET 2022;agv;idle
Thu Feb 24 15:21:43 CET 2022;agv;busy
Thu Feb 24 15:23:10 CET 2022;cell2;idle
Thu Feb 24 15:23:10 CET 2022;cell2;busy
Thu Feb 24 15:24:50 CET 2022;cell1;idle
Thu Feb 24 15:25:28 CET 2022;agv;idle
Thu Feb 24 15:25:28 CET 2022;cell1;busy
Thu Feb 24 15:25:28 CET 2022;agv;busy
Thu Feb 24 15:28:11 CET 2022;agv;idle
Thu Feb 24 15:28:11 CET 2022;agv;busy
Thu Feb 24 15:29:31 CET 2022;cell2;idle
Thu Feb 24 15:29:31 CET 2022;cell2;failure
Thu Feb 24 15:31:01 CET 2022;cell1;idle
Thu Feb 24 15:32:05 CET 2022;agv;idle
Thu Feb 24 15:32:05 CET 2022;agv;busy
Thu Feb 24 15:35:34 CET 2022;agv;idle
Thu Feb 24 15:35:34 CET 2022;cell1;busy
Thu Feb 24 15:35:34 CET 2022;agv;busy
Thu Feb 24 15:39:22 CET 2022;cell2;idle
Thu Feb 24 15:39:22 CET 2022;cell2;busy
Thu Feb 24 15:39:23 CET 2022;agv;idle
Thu Feb 24 15:39:23 CET 2022;agv;busy
Thu Feb 24 15:41:53 CET 2022;cell1;idle
Thu Feb 24 15:45:14 CET 2022;cell2;idle
Thu Feb 24 15:45:14 CET 2022;cell2;busy
Thu Feb 24 15:45:14 CET 2022;agv;idle
Thu Feb 24 15:45:14 CET 2022;agv;busy
Thu Feb 24 15:52:49 CET 2022;cell2;idle
Thu Feb 24 15:52:49 CET 2022;cell2;busy
Thu Feb 24 15:52:49 CET 2022;agv;idle
Thu Feb 24 15:52:49 CET 2022;agv;busy
Thu Feb 24 16:00:18 CET 2022;cell2;idle
Thu Feb 24 16:00:18 CET 2022;cell2;failure
Thu Feb 24 16:05:05 CET 2022;cell1;failure
Thu Feb 24 16:10:05 CET 2022;cell2;idle
Thu Feb 24 16:10:05 CET 2022;cell2;busy
Thu Feb 24 16:10:05 CET 2022;agv;idle
Thu Feb 24 16:10:05 CET 2022;agv;busy
Thu Feb 24 16:14:12 CET 2022;cell1;idle
Thu Feb 24 16:17:17 CET 2022;cell2;idle
Thu Feb 24 16:17:17 CET 2022;cell2;busy
Thu Feb 24 16:17:17 CET 2022;agv;idle
Thu Feb 24 16:17:17 CET 2022;agv;busy
Thu Feb 24 16:23:34 CET 2022;cell2;idle
Thu Feb 24 16:23:34 CET 2022;cell2;busy
Thu Feb 24 16:23:34 CET 2022;agv;idle
Thu Feb 24 16:23:34 CET 2022;agv;busy
Thu Feb 24 16:25:37 CET 2022;agv;idle
Thu Feb 24 16:25:37 CET 2022;cell1;busy
Thu Feb 24 16:25:37 CET 2022;agv;busy
Thu Feb 24 16:27:13 CET 2022;agv;idle
Thu Feb 24 16:27:13 CET 2022;agv;busy
Thu Feb 24 16:28:54 CET 2022;cell2;idle
Thu Feb 24 16:28:54 CET 2022;cell2;busy
Thu Feb 24 16:29:44 CET 2022;agv;idle
Thu Feb 24 16:29:44 CET 2022;agv;busy
Thu Feb 24 16:32:04 CET 2022;cell1;idle
Thu Feb 24 16:32:04 CET 2022;cell1;busy
Thu Feb 24 16:34:16 CET 2022;cell2;idle
Thu Feb 24 16:34:16 CET 2022;cell2;failure
Thu Feb 24 16:37:25 CET 2022;cell1;idle
Thu Feb 24 16:43:26 CET 2022;cell2;idle
Thu Feb 24 16:43:26 CET 2022;cell2;busy
Thu Feb 24 16:43:26 CET 2022;agv;idle
Thu Feb 24 16:43:26 CET 2022;agv;busy
Thu Feb 24 16:50:27 CET 2022;cell2;idle
Thu Feb 24 16:50:27 CET 2022;cell2;busy
Thu Feb 24 16:50:27 CET 2022;agv;idle
Thu Feb 24 16:50:27 CET 2022;agv;busy
Thu Feb 24 16:56:10 CET 2022;cell2;idle
Thu Feb 24 16:56:10 CET 2022;cell2;busy
Thu Feb 24 16:56:10 CET 2022;agv;idle
Thu Feb 24 16:56:10 CET 2022;agv;busy
Thu Feb 24 17:01:02 CET 2022;cell2;idle
Thu Feb 24 17:01:02 CET 2022;cell2;busy
Thu Feb 24 17:01:02 CET 2022;agv;idle
Thu Feb 24 17:01:02 CET 2022;agv;busy
Thu Feb 24 17:08:05 CET 2022;cell2;idle
Thu Feb 24 17:08:05 CET 2022;cell2;failure
Thu Feb 24 17:18:05 CET 2022;cell2;idle
Thu Feb 24 17:18:05 CET 2022;cell2;busy
Thu Feb 24 17:18:05 CET 2022;agv;idle
Thu Feb 24 17:18:05 CET 2022;agv;busy
Thu Feb 24 17:24:45 CET 2022;cell2;idle
Thu Feb 24 17:24:45 CET 2022;cell2;busy
Thu Feb 24 17:24:45 CET 2022;agv;idle
Thu Feb 24 17:24:45 CET 2022;agv;busy
Thu Feb 24 17:30:16 CET 2022;cell2;idle
Thu Feb 24 17:30:16 CET 2022;cell2;busy
Thu Feb 24 17:30:16 CET 2022;agv;idle
Thu Feb 24 17:30:16 CET 2022;agv;busy
Thu Feb 24 17:30:33 CET 2022;agv;idle
Thu Feb 24 17:30:33 CET 2022;cell1;busy
Thu Feb 24 17:30:33 CET 2022;agv;busy
Thu Feb 24 17:30:52 CET 2022;agv;idle
Thu Feb 24 17:30:52 CET 2022;agv;busy
Thu Feb 24 17:36:41 CET 2022;cell2;idle
Thu Feb 24 17:36:41 CET 2022;cell2;busy
Thu Feb 24 17:36:41 CET 2022;agv;idle
Thu Feb 24 17:36:41 CET 2022;agv;busy
Thu Feb 24 17:36:51 CET 2022;cell1;idle
Thu Feb 24 17:36:51 CET 2022;cell1;busy
Thu Feb 24 17:38:39 CET 2022;agv;idle
Thu Feb 24 17:38:39 CET 2022;agv;busy
Thu Feb 24 17:41:50 CET 2022;cell1;idle
Thu Feb 24 17:41:50 CET 2022;cell1;busy
Thu Feb 24 17:42:58 CET 2022;cell2;idle
Thu Feb 24 17:42:58 CET 2022;cell2;failure
Thu Feb 24 17:49:14 CET 2022;cell1;idle
Thu Feb 24 17:53:23 CET 2022;cell2;idle
Thu Feb 24 17:53:23 CET 2022;cell2;busy
Thu Feb 24 17:53:23 CET 2022;agv;idle
Thu Feb 24 17:53:23 CET 2022;agv;busy
Thu Feb 24 17:57:10 CET 2022;cell1;failure
Thu Feb 24 17:59:21 CET 2022;cell2;idle
Thu Feb 24 17:59:21 CET 2022;cell2;busy
Thu Feb 24 17:59:21 CET 2022;agv;idle
Thu Feb 24 17:59:21 CET 2022;agv;busy
Thu Feb 24 18:01:36 CET 2022;agv;idle
Thu Feb 24 18:01:36 CET 2022;agv;busy
Thu Feb 24 18:03:39 CET 2022;agv;idle
Thu Feb 24 18:03:39 CET 2022;agv;busy
Thu Feb 24 18:05:09 CET 2022;agv;idle
Thu Feb 24 18:05:09 CET 2022;agv;busy
Thu Feb 24 18:05:15 CET 2022;cell2;idle
Thu Feb 24 18:05:15 CET 2022;cell2;busy
Thu Feb 24 18:07:11 CET 2022;cell1;idle
Thu Feb 24 18:07:11 CET 2022;cell1;busy
Thu Feb 24 18:08:36 CET 2022;agv;idle
Thu Feb 24 18:08:36 CET 2022;agv;busy
Thu Feb 24 18:10:29 CET 2022;cell2;idle
Thu Feb 24 18:10:29 CET 2022;cell2;failure
Thu Feb 24 18:12:25 CET 2022;agv;idle
Thu Feb 24 18:12:25 CET 2022;agv;busy
Thu Feb 24 18:12:30 CET 2022;cell1;idle
Thu Feb 24 18:12:30 CET 2022;cell1;busy
Thu Feb 24 18:13:39 CET 2022;agv;idle
Thu Feb 24 18:13:39 CET 2022;agv;busy
Thu Feb 24 18:18:39 CET 2022;cell1;idle
Thu Feb 24 18:18:39 CET 2022;cell1;busy
Thu Feb 24 18:20:51 CET 2022;cell2;idle
Thu Feb 24 18:20:51 CET 2022;cell2;busy
Thu Feb 24 18:20:51 CET 2022;agv;idle
Thu Feb 24 18:20:51 CET 2022;agv;failure
Thu Feb 24 18:25:21 CET 2022;cell1;idle
Thu Feb 24 18:25:21 CET 2022;cell1;busy
Thu Feb 24 18:26:10 CET 2022;cell2;idle
Thu Feb 24 18:26:10 CET 2022;cell2;busy
Thu Feb 24 18:30:30 CET 2022;agv;idle
Thu Feb 24 18:30:30 CET 2022;agv;busy
Thu Feb 24 18:31:04 CET 2022;cell1;idle
Thu Feb 24 18:31:04 CET 2022;cell1;busy
Thu Feb 24 18:33:16 CET 2022;cell2;idle
Thu Feb 24 18:33:16 CET 2022;cell2;busy
Thu Feb 24 18:33:23 CET 2022;agv;idle
Thu Feb 24 18:33:23 CET 2022;agv;busy
Thu Feb 24 18:34:55 CET 2022;agv;idle
Thu Feb 24 18:34:55 CET 2022;agv;busy
Thu Feb 24 18:35:47 CET 2022;agv;idle
Thu Feb 24 18:35:47 CET 2022;agv;busy
Thu Feb 24 18:37:13 CET 2022;cell1;idle
Thu Feb 24 18:37:13 CET 2022;cell1;busy
Thu Feb 24 18:39:36 CET 2022;agv;idle
Thu Feb 24 18:39:36 CET 2022;agv;busy
Thu Feb 24 18:40:16 CET 2022;agv;idle
Thu Feb 24 18:40:16 CET 2022;agv;busy
